fk_index_item_description,code,parent,concept_name,source,standard_semantic_hierarchy
Artificial limbs manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Autoclaves, laboratory-type (except dental), manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Bandages and dressings, surgical and orthopedic, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Beds, hospital, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
Biohazard protective clothing and accessories manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Blood testing apparatus, laboratory-type, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
Bulletproof vests manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Bunsen burners manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Cervical collars manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Clean room suits and accessories manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Colostomy appliances manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Corn remover and bunion pad manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Corsets, surgical, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Cotton and cotton balls, absorbent, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
Cotton tipped applicators manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Crutches and walkers manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Depressors, tongue, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Drapes, surgical, disposable, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Dressings, surgical, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Dryers, laboratory-type, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Elastic hosiery, orthopedic, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
Firefighting suits and accessories manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
"First-aid, snake bite, or burn kits manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Foot appliances, orthopedic, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Furniture, hospital, specialized (e.g., hospital beds, operating room furniture), manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
Gas masks manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Gauze, surgical, made from purchased fabric",339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Gloves, rubber (e.g., electrician's, examination, household-type, surgeon's), manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
Gynecological supplies and appliances manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Hard hats manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Helmets (except athletic), safety (e.g., motorized vehicle crash helmets, space helmets), manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Hosiery, orthopedic support, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
Hospital beds manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Hospital furniture, specialized (e.g., hospital beds, operating room furniture)",339113,None,NAICS Index Item Description Code,2022 NAICS,No
Hydrotherapy equipment manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Implants, surgical, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Incubators, infant, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Incubators, laboratory-type, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
Infant incubators manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Intraocular lenses manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Intrauterine devices manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Laboratory-type evaporation apparatus manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Laboratory-type sample preparation apparatus manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Life preservers manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Limbs, artificial, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
Metal fabric and mesh safety gloves manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Noise protectors, personal, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
Nose and ear plugs manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Operating room tables manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Orthopedic canes manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Orthopedic device manufacturing and sale in retail environment,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Orthopedic devices manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Orthopedic extension shoes manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Orthopedic hosiery, elastic, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Personal safety devices, not specified elsewhere, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
Prosthetic appliances and supplies manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Radiation shielding aprons, gloves, and sheeting manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
Respiratory protection mask manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Restraints, patient, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Shoes, orthopedic extension, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
Slitting medical adhesive tapes for the trade,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Space suits manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Splints manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Sterilizers, hospital and surgical, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Sterilizers, laboratory-type (except dental), manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Stretchers, medical, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Suits, firefighting, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Suits, space, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Supports, orthopedic (e.g., abdominal, ankle, arch, kneecap), manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
Surgical and medical masks manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Surgical dressings manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Surgical implants manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Surgical supplies (except medical instruments) manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Sutures, surgical, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Tapes, medical adhesive, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
Tongue depressors manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Traction apparatus manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Ultrasonic medical cleaning equipment manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Vacuum pumps, laboratory-type, manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
Welder's hoods manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
Wheelchairs manufacturing,339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Whirlpool baths (i.e., hydrotherapy equipment) manufacturing",339113,None,NAICS Index Item Description Code,2022 NAICS,No
"Abrasive points, wheels, and disks, dental, manufacturing",339114,None,NAICS Index Item Description Code,2022 NAICS,No
"Amalgams, dental, manufacturing",339114,None,NAICS Index Item Description Code,2022 NAICS,No
"Autoclaves, dental, manufacturing",339114,None,NAICS Index Item Description Code,2022 NAICS,No
"Cements, dental, manufacturing",339114,None,NAICS Index Item Description Code,2022 NAICS,No
"Chairs, dentist's, manufacturing",339114,None,NAICS Index Item Description Code,2022 NAICS,No
"Cutting instruments, dental, manufacturing",339114,None,NAICS Index Item Description Code,2022 NAICS,No
Dental alloys for amalgams manufacturing,339114,None,NAICS Index Item Description Code,2022 NAICS,No
Dental chairs manufacturing,339114,None,NAICS Index Item Description Code,2022 NAICS,No
Dental equipment and instruments manufacturing,339114,None,NAICS Index Item Description Code,2022 NAICS,No
Dental glues and cements manufacturing,339114,None,NAICS Index Item Description Code,2022 NAICS,No
"Dental hand instruments (e.g., forceps) manufacturing",339114,None,NAICS Index Item Description Code,2022 NAICS,No
Dental impression materials manufacturing,339114,None,NAICS Index Item Description Code,2022 NAICS,No
Dental instrument delivery systems manufacturing,339114,None,NAICS Index Item Description Code,2022 NAICS,No
Dental laboratory equipment manufacturing,339114,None,NAICS Index Item Description Code,2022 NAICS,No
Dental wax manufacturing,339114,None,NAICS Index Item Description Code,2022 NAICS,No
Denture materials manufacturing,339114,None,NAICS Index Item Description Code,2022 NAICS,No
"Drills, dental, manufacturing",339114,None,NAICS Index Item Description Code,2022 NAICS,No
"Enamels, dental, manufacturing",339114,None,NAICS Index Item Description Code,2022 NAICS,No
"Furnaces, dental laboratory, manufacturing",339114,None,NAICS Index Item Description Code,2022 NAICS,No
"Glue, dental, manufacturing",339114,None,NAICS Index Item Description Code,2022 NAICS,No
"Impression material, dental, manufacturing",339114,None,NAICS Index Item Description Code,2022 NAICS,No
Orthodontic appliances manufacturing,339114,None,NAICS Index Item Description Code,2022 NAICS,No
"Points, abrasive dental, manufacturing",339114,None,NAICS Index Item Description Code,2022 NAICS,No
"Sterilizers, dental, manufacturing",339114,None,NAICS Index Item Description Code,2022 NAICS,No
Teeth (except customized) manufacturing,339114,None,NAICS Index Item Description Code,2022 NAICS,No
"Tools, dentists', manufacturing",339114,None,NAICS Index Item Description Code,2022 NAICS,No
Ultrasonic dental equipment manufacturing,339114,None,NAICS Index Item Description Code,2022 NAICS,No
Contact lenses manufacturing,339115,None,NAICS Index Item Description Code,2022 NAICS,No
"Eyeglass frames (i.e., fronts and temples), ophthalmic, manufacturing",339115,None,NAICS Index Item Description Code,2022 NAICS,No
"Eyes, glass and plastics, manufacturing",339115,None,NAICS Index Item Description Code,2022 NAICS,No
"Goggles (e.g., industrial, safety, sun, underwater) manufacturing",339115,None,NAICS Index Item Description Code,2022 NAICS,No
"Lens coating, ophthalmic",339115,None,NAICS Index Item Description Code,2022 NAICS,No
"Lens grinding, ophthalmic (except in retail stores)",339115,None,NAICS Index Item Description Code,2022 NAICS,No
"Lens mounts, ophthalmic, manufacturing",339115,None,NAICS Index Item Description Code,2022 NAICS,No
"Lens polishing, ophthalmic",339115,None,NAICS Index Item Description Code,2022 NAICS,No
"Lenses, ophthalmic, manufacturing",339115,None,NAICS Index Item Description Code,2022 NAICS,No
"Magnifiers, corrective vision-type, manufacturing",339115,None,NAICS Index Item Description Code,2022 NAICS,No
Sunglasses and goggles manufacturing,339115,None,NAICS Index Item Description Code,2022 NAICS,No
"Temples and fronts (i.e., eyeglass frames), ophthalmic, manufacturing",339115,None,NAICS Index Item Description Code,2022 NAICS,No
"Bridges, custom made in dental laboratories",339116,None,NAICS Index Item Description Code,2022 NAICS,No
Dental laboratories,339116,None,NAICS Index Item Description Code,2022 NAICS,No
"Dentures, custom made in dental laboratories",339116,None,NAICS Index Item Description Code,2022 NAICS,No
"Mouth guards and protectors, custom made in dental laboratories",339116,None,NAICS Index Item Description Code,2022 NAICS,No
"Orthodontic appliance, custom made in dental laboratories",339116,None,NAICS Index Item Description Code,2022 NAICS,No
"Teeth, custom made in dental laboratories",339116,None,NAICS Index Item Description Code,2022 NAICS,No
"Bracelets, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Buttons, precious metal, precious stones, semiprecious stones, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Card cases, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Cases, jewelry, metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Chains or necklace, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Checkbook covers, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Cigar cases, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Cigarette cases, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Coin purses, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Comb cases, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Compacts, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Cosmetic bags, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
Costume jewelry manufacturing,339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Cuff links, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Cutlery, precious metal (except precious plated), manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
Diamond cutting and polishing,339910,None,NAICS Index Item Description Code,2022 NAICS,No
Drilling pearls,339910,None,NAICS Index Item Description Code,2022 NAICS,No
Engraving and etching precious metal flatware,339910,None,NAICS Index Item Description Code,2022 NAICS,No
Engraving and etching precious metal jewelry,339910,None,NAICS Index Item Description Code,2022 NAICS,No
Engraving and/or etching costume jewelry,339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Findings, jeweler's, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Handbags, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Hollowware, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Jewel settings and mountings, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
Jeweler's findings and materials manufacturing,339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Jewelry, costume, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Jewelry, natural or cultured pearls, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Jewelry, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Key cases, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
Lapidary work manufacturing,339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Lighters, cigar and cigarette, clad with precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Novelties, precious metal (except precious plated), manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Pearl drilling, peeling, or sawing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Pearls, costume, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Personal goods, metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
Pewter ware manufacturing,339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Pins and brooches, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Pocketbooks, precious metal, men's or women's, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Purses, precious metal or clad with precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Rosaries and other small religious articles, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Sewing cases, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
Stamping coins,339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Straps, watch, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Table cutlery, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Tobacco pouches, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Toilet kits and cases, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Trophies, precious metal (except precious plated), manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Wallets, precious metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
"Watch bands, metal, manufacturing",339910,None,NAICS Index Item Description Code,2022 NAICS,No
Archery equipment manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Athletic goods (except ammunition, clothing, footwear, small arms) manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
Badminton equipment manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Bags, golf, manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Bags, punching, manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Bait, artificial, fishing, manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Balls, baseball, basketball, football, golf, tennis, pool, and bowling, manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Baseball equipment and supplies (except footwear, uniforms) manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Basketball equipment and supplies (except footwear, uniforms) manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
Billiard equipment and supplies manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
Bobsleds manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
Boomerangs manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Bowling pin machines, automatic, manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Bows, archery, manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
Boxing equipment manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
Caddy carts manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Carts, caddy, manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Clubs, sporting goods (e.g., golf, Indian), manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
Croquet sets manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
Dumbbells manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
Exercise machines manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
Fencing equipment (sporting goods) manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Fishing tackle and equipment (except lines, nets, seines) manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
Fitness equipment manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Flies, artificial fishing, manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Football equipment and supplies (except footwear, uniforms) manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Gloves, sport and athletic (e.g., baseball, boxing, racquetball, handball), manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Golfing equipment (e.g., bags, balls, caddy carts, clubs, tees) manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Gymnasium and playground equipment, manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Helmets, athletic (except motorized vehicle crash helmets), manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
Hockey equipment (except apparel) manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
Hockey skates manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Hooks, fishing, manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
Ice skates manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Jogging machines, manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Leather gloves, athletic, manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Protectors, sports (e.g., baseball, basketball, hockey), manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Reels, fishing, manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Rods and rod parts, fishing, manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
Roller skates manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
Sailboards manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
Scuba diving equipment manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
Skateboards manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Skates and parts, ice and roller, manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
Skis and skiing equipment (except apparel) manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
Snowshoes manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Sporting goods (except ammunition, clothing, footwear, small arms) manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
Squash equipment (except apparel) manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Sticks, sports (e.g., hockey, lacrosse), manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
Surfboards manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Swimming pools, above ground, manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Tackle, fishing (except line, nets, seines), manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Tennis goods (e.g., balls, frames, rackets) manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
Toboggans manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
"Track and field athletic equipment (except apparel, footwear) manufacturing",339920,None,NAICS Index Item Description Code,2022 NAICS,No
Wet suits manufacturing,339920,None,NAICS Index Item Description Code,2022 NAICS,No
Action figures manufacturing,339930,None,NAICS Index Item Description Code,2022 NAICS,No
"Automobiles, children's, manufacturing",339930,None,NAICS Index Item Description Code,2022 NAICS,No
"Balls, rubber (except athletic equipment), manufacturing",339930,None,NAICS Index Item Description Code,2022 NAICS,No
"Carriages, baby, manufacturing",339930,None,NAICS Index Item Description Code,2022 NAICS,No
"Carriages, doll, manufacturing",339930,None,NAICS Index Item Description Code,2022 NAICS,No
Checkers and checkerboards manufacturing,339930,None,NAICS Index Item Description Code,2022 NAICS,No
Chessmen and chessboards manufacturing,339930,None,NAICS Index Item Description Code,2022 NAICS,No
"Clothing, doll, manufacturing",339930,None,NAICS Index Item Description Code,2022 NAICS,No
Craft and hobby kits and sets manufacturing,339930,None,NAICS Index Item Description Code,2022 NAICS,No
Darts and dart games manufacturing,339930,None,NAICS Index Item Description Code,2022 NAICS,No
"Dishes, toy, manufacturing",339930,None,NAICS Index Item Description Code,2022 NAICS,No
Doll carriages and carts manufacturing,339930,None,NAICS Index Item Description Code,2022 NAICS,No
Doll clothing manufacturing,339930,None,NAICS Index Item Description Code,2022 NAICS,No
"Dolls, doll parts, and doll clothing (except wigs) manufacturing",339930,None,NAICS Index Item Description Code,2022 NAICS,No
Electronic toys and games manufacturing,339930,None,NAICS Index Item Description Code,2022 NAICS,No
"Electronic video games, handheld, manufacturing",339930,None,NAICS Index Item Description Code,2022 NAICS,No
Embroidery kits manufacturing,339930,None,NAICS Index Item Description Code,2022 NAICS,No
"Games (except coin- or card-operated), children's and adult, manufacturing",339930,None,NAICS Index Item Description Code,2022 NAICS,No
Gaming consoles manufacturing,339930,None,NAICS Index Item Description Code,2022 NAICS,No
"Gocarts, children's, manufacturing",339930,None,NAICS Index Item Description Code,2022 NAICS,No
Hobbyhorses manufacturing,339930,None,NAICS Index Item Description Code,2022 NAICS,No
Kites manufacturing,339930,None,NAICS Index Item Description Code,2022 NAICS,No
Marbles manufacturing,339930,None,NAICS Index Item Description Code,2022 NAICS,No
Model kits manufacturing,339930,None,NAICS Index Item Description Code,2022 NAICS,No
Model railroad manufacturing,339930,None,NAICS Index Item Description Code,2022 NAICS,No
"Models, toy and hobby (e.g., airplane, boat, ship), manufacturing",339930,None,NAICS Index Item Description Code,2022 NAICS,No
"Musical instruments, toy, manufacturing",339930,None,NAICS Index Item Description Code,2022 NAICS,No
"Railroad models, hobby and toy, manufacturing",339930,None,NAICS Index Item Description Code,2022 NAICS,No
"Rifles, toy, manufacturing",339930,None,NAICS Index Item Description Code,2022 NAICS,No
Rocking horses manufacturing,339930,None,NAICS Index Item Description Code,2022 NAICS,No
"Science kits (e.g., chemistry sets, microscopes, natural science sets) manufacturing",339930,None,NAICS Index Item Description Code,2022 NAICS,No
"Scooters, children's, manufacturing",339930,None,NAICS Index Item Description Code,2022 NAICS,No
"Sleds, children's, manufacturing",339930,None,NAICS Index Item Description Code,2022 NAICS,No
"Strollers, baby, manufacturing",339930,None,NAICS Index Item Description Code,2022 NAICS,No
Structural toy sets manufacturing,339930,None,NAICS Index Item Description Code,2022 NAICS,No
Stuffed toys (including animals) manufacturing,339930,None,NAICS Index Item Description Code,2022 NAICS,No
Toy furniture and household-type equipment manufacturing,339930,None,NAICS Index Item Description Code,2022 NAICS,No
Toys manufacturing,339930,None,NAICS Index Item Description Code,2022 NAICS,No
"Trains and equipment, toy, electric or mechanical, manufacturing",339930,None,NAICS Index Item Description Code,2022 NAICS,No
Tricycles (except metal) manufacturing,339930,None,NAICS Index Item Description Code,2022 NAICS,No
"Vehicles, children's (except bicycles and metal tricycles), manufacturing",339930,None,NAICS Index Item Description Code,2022 NAICS,No
Video game devices manufacturing,339930,None,NAICS Index Item Description Code,2022 NAICS,No
Video game machines (except coin- or card-operated) manufacturing,339930,None,NAICS Index Item Description Code,2022 NAICS,No
"Wagons, children's (e.g., coaster, express, and play), manufacturing",339930,None,NAICS Index Item Description Code,2022 NAICS,No
"Walkers, baby (vehicles), manufacturing",339930,None,NAICS Index Item Description Code,2022 NAICS,No
Artist's paint manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
Artist's supplies (except paper) manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
Ball point pens manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Blackboards, framed, manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Branding irons (i.e., marking irons) manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Brushes, artists', manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Canvas board, artist's, manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Canvas, artist's, prepared on frames, manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
Carbon paper manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Chalk (e.g., artist's, blackboard, carpenter's, marking, tailor's), manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Chalkboards, framed, manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Clay, modeling, manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
Crayons manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Date stamps, hand operated, manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
Drafting materials (except instruments and tables) manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Easels, artists', manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
Embossing stamps manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
Felt tip markers manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
Fountain pens manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Frames for artist's canvases (i.e., stretchers) manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Hand operated stamps (e.g., canceling, postmark, shoe, textile marking) manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Holepunchers, hand operated, manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
Inked ribbons manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Label making equipment, handheld, manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
List finders and roledex address files manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
