code,fk_name,parent,concept_name,source,standard_semantic_hierarchy
Griggs County,"Griggs, ND",None,Feature Name,2023 GNIS,No
Steele County,"Steele, ND",None,Feature Name,2023 GNIS,No
Traill County,"Traill, ND",None,Feature Name,2023 GNIS,No
Eddy County,"Eddy, ND",None,Feature Name,2023 GNIS,No
Foster County,"Foster, ND",None,Feature Name,2023 GNIS,No
Stutsman County,"Stutsman, ND",None,Feature Name,2023 GNIS,No
Barnes County,"Barnes, ND",None,Feature Name,2023 GNIS,No
Cass County,"Cass, ND",None,Feature Name,2023 GNIS,No
Bottineau County,"Bottineau, ND",None,Feature Name,2023 GNIS,No
Rolette County,"Rolette, ND",None,Feature Name,2023 GNIS,No
Renville County,"Renville, ND",None,Feature Name,2023 GNIS,No
Pierce County,"Pierce, ND",None,Feature Name,2023 GNIS,No
Ward County,"Ward, ND",None,Feature Name,2023 GNIS,No
McLean County,"McLean, ND",None,Feature Name,2023 GNIS,No
Mercer County,"Mercer, ND",None,Feature Name,2023 GNIS,No
Divide County,"Divide, ND",None,Feature Name,2023 GNIS,No
Burke County,"Burke, ND",None,Feature Name,2023 GNIS,No
McKenzie County,"McKenzie, ND",None,Feature Name,2023 GNIS,No
Grant County,"Grant, ND",None,Feature Name,2023 GNIS,No
Ransom County,"Ransom, ND",None,Feature Name,2023 GNIS,No
Richland County,"Richland, ND",None,Feature Name,2023 GNIS,No
Sargent County,"Sargent, ND",None,Feature Name,2023 GNIS,No
Cavalier County,"Cavalier, ND",None,Feature Name,2023 GNIS,No
McHenry County,"McHenry, ND",None,Feature Name,2023 GNIS,No
Williams County,"Williams, ND",None,Feature Name,2023 GNIS,No
Mountrail County,"Mountrail, ND",None,Feature Name,2023 GNIS,No
Burleigh County,"Burleigh, ND",None,Feature Name,2023 GNIS,No
Emmons County,"Emmons, ND",None,Feature Name,2023 GNIS,No
Billings County,"Billings, ND",None,Feature Name,2023 GNIS,No
Golden Valley County,"Golden Valley, ND",None,Feature Name,2023 GNIS,No
Stark County,"Stark, ND",None,Feature Name,2023 GNIS,No
Bowman County,"Bowman, ND",None,Feature Name,2023 GNIS,No
Logan County,"Logan, ND",None,Feature Name,2023 GNIS,No
LaMoure County,"LaMoure, ND",None,Feature Name,2023 GNIS,No
Dickey County,"Dickey, ND",None,Feature Name,2023 GNIS,No
Dunn County,"Dunn, ND",None,Feature Name,2023 GNIS,No
Slope County,"Slope, ND",None,Feature Name,2023 GNIS,No
Belmont County,"Belmont, OH",None,Feature Name,2023 GNIS,No
Stark County,"Stark, OH",None,Feature Name,2023 GNIS,No
Adams County,"Adams, OH",None,Feature Name,2023 GNIS,No
Allen County,"Allen, OH",None,Feature Name,2023 GNIS,No
Ashland County,"Ashland, OH",None,Feature Name,2023 GNIS,No
Ashtabula County,"Ashtabula, OH",None,Feature Name,2023 GNIS,No
Athens County,"Athens, OH",None,Feature Name,2023 GNIS,No
Auglaize County,"Auglaize, OH",None,Feature Name,2023 GNIS,No
Brown County,"Brown, OH",None,Feature Name,2023 GNIS,No
Butler County,"Butler, OH",None,Feature Name,2023 GNIS,No
Carroll County,"Carroll, OH",None,Feature Name,2023 GNIS,No
Champaign County,"Champaign, OH",None,Feature Name,2023 GNIS,No
Clark County,"Clark, OH",None,Feature Name,2023 GNIS,No
Clermont County,"Clermont, OH",None,Feature Name,2023 GNIS,No
Clinton County,"Clinton, OH",None,Feature Name,2023 GNIS,No
Columbiana County,"Columbiana, OH",None,Feature Name,2023 GNIS,No
Coshocton County,"Coshocton, OH",None,Feature Name,2023 GNIS,No
Crawford County,"Crawford, OH",None,Feature Name,2023 GNIS,No
Cuyahoga County,"Cuyahoga, OH",None,Feature Name,2023 GNIS,No
Darke County,"Darke, OH",None,Feature Name,2023 GNIS,No
Defiance County,"Defiance, OH",None,Feature Name,2023 GNIS,No
Delaware County,"Delaware, OH",None,Feature Name,2023 GNIS,No
Erie County,"Erie, OH",None,Feature Name,2023 GNIS,No
Fairfield County,"Fairfield, OH",None,Feature Name,2023 GNIS,No
Fayette County,"Fayette, OH",None,Feature Name,2023 GNIS,No
Franklin County,"Franklin, OH",None,Feature Name,2023 GNIS,No
Fulton County,"Fulton, OH",None,Feature Name,2023 GNIS,No
Gallia County,"Gallia, OH",None,Feature Name,2023 GNIS,No
Geauga County,"Geauga, OH",None,Feature Name,2023 GNIS,No
Greene County,"Greene, OH",None,Feature Name,2023 GNIS,No
Guernsey County,"Guernsey, OH",None,Feature Name,2023 GNIS,No
Hamilton County,"Hamilton, OH",None,Feature Name,2023 GNIS,No
Hancock County,"Hancock, OH",None,Feature Name,2023 GNIS,No
Hardin County,"Hardin, OH",None,Feature Name,2023 GNIS,No
Harrison County,"Harrison, OH",None,Feature Name,2023 GNIS,No
Henry County,"Henry, OH",None,Feature Name,2023 GNIS,No
Highland County,"Highland, OH",None,Feature Name,2023 GNIS,No
Hocking County,"Hocking, OH",None,Feature Name,2023 GNIS,No
Holmes County,"Holmes, OH",None,Feature Name,2023 GNIS,No
Huron County,"Huron, OH",None,Feature Name,2023 GNIS,No
Jackson County,"Jackson, OH",None,Feature Name,2023 GNIS,No
Jefferson County,"Jefferson, OH",None,Feature Name,2023 GNIS,No
Knox County,"Knox, OH",None,Feature Name,2023 GNIS,No
Lake County,"Lake, OH",None,Feature Name,2023 GNIS,No
Lawrence County,"Lawrence, OH",None,Feature Name,2023 GNIS,No
Licking County,"Licking, OH",None,Feature Name,2023 GNIS,No
Logan County,"Logan, OH",None,Feature Name,2023 GNIS,No
Lorain County,"Lorain, OH",None,Feature Name,2023 GNIS,No
Lucas County,"Lucas, OH",None,Feature Name,2023 GNIS,No
Madison County,"Madison, OH",None,Feature Name,2023 GNIS,No
Mahoning County,"Mahoning, OH",None,Feature Name,2023 GNIS,No
Marion County,"Marion, OH",None,Feature Name,2023 GNIS,No
Medina County,"Medina, OH",None,Feature Name,2023 GNIS,No
Meigs County,"Meigs, OH",None,Feature Name,2023 GNIS,No
Mercer County,"Mercer, OH",None,Feature Name,2023 GNIS,No
Miami County,"Miami, OH",None,Feature Name,2023 GNIS,No
Monroe County,"Monroe, OH",None,Feature Name,2023 GNIS,No
Montgomery County,"Montgomery, OH",None,Feature Name,2023 GNIS,No
Morgan County,"Morgan, OH",None,Feature Name,2023 GNIS,No
Morrow County,"Morrow, OH",None,Feature Name,2023 GNIS,No
Muskingum County,"Muskingum, OH",None,Feature Name,2023 GNIS,No
Noble County,"Noble, OH",None,Feature Name,2023 GNIS,No
Ottawa County,"Ottawa, OH",None,Feature Name,2023 GNIS,No
Paulding County,"Paulding, OH",None,Feature Name,2023 GNIS,No
Perry County,"Perry, OH",None,Feature Name,2023 GNIS,No
Pickaway County,"Pickaway, OH",None,Feature Name,2023 GNIS,No
Pike County,"Pike, OH",None,Feature Name,2023 GNIS,No
Portage County,"Portage, OH",None,Feature Name,2023 GNIS,No
Preble County,"Preble, OH",None,Feature Name,2023 GNIS,No
Putnam County,"Putnam, OH",None,Feature Name,2023 GNIS,No
Richland County,"Richland, OH",None,Feature Name,2023 GNIS,No
Ross County,"Ross, OH",None,Feature Name,2023 GNIS,No
Sandusky County,"Sandusky, OH",None,Feature Name,2023 GNIS,No
Scioto County,"Scioto, OH",None,Feature Name,2023 GNIS,No
Seneca County,"Seneca, OH",None,Feature Name,2023 GNIS,No
Shelby County,"Shelby, OH",None,Feature Name,2023 GNIS,No
Summit County,"Summit, OH",None,Feature Name,2023 GNIS,No
Trumbull County,"Trumbull, OH",None,Feature Name,2023 GNIS,No
Tuscarawas County,"Tuscarawas, OH",None,Feature Name,2023 GNIS,No
Union County,"Union, OH",None,Feature Name,2023 GNIS,No
Van Wert County,"Van Wert, OH",None,Feature Name,2023 GNIS,No
Vinton County,"Vinton, OH",None,Feature Name,2023 GNIS,No
Warren County,"Warren, OH",None,Feature Name,2023 GNIS,No
Washington County,"Washington, OH",None,Feature Name,2023 GNIS,No
Wayne County,"Wayne, OH",None,Feature Name,2023 GNIS,No
Williams County,"Williams, OH",None,Feature Name,2023 GNIS,No
Wood County,"Wood, OH",None,Feature Name,2023 GNIS,No
Wyandot County,"Wyandot, OH",None,Feature Name,2023 GNIS,No
State of Ohio,Ohio,None,Feature Name,2023 GNIS,No
Adair County,"Adair, OK",None,Feature Name,2023 GNIS,No
Alfalfa County,"Alfalfa, OK",None,Feature Name,2023 GNIS,No
Atoka County,"Atoka, OK",None,Feature Name,2023 GNIS,No
Beaver County,"Beaver, OK",None,Feature Name,2023 GNIS,No
Beckham County,"Beckham, OK",None,Feature Name,2023 GNIS,No
Blaine County,"Blaine, OK",None,Feature Name,2023 GNIS,No
Bryan County,"Bryan, OK",None,Feature Name,2023 GNIS,No
Caddo County,"Caddo, OK",None,Feature Name,2023 GNIS,No
Canadian County,"Canadian, OK",None,Feature Name,2023 GNIS,No
Carter County,"Carter, OK",None,Feature Name,2023 GNIS,No
Cherokee County,"Cherokee, OK",None,Feature Name,2023 GNIS,No
Choctaw County,"Choctaw, OK",None,Feature Name,2023 GNIS,No
Cimarron County,"Cimarron, OK",None,Feature Name,2023 GNIS,No
Cleveland County,"Cleveland, OK",None,Feature Name,2023 GNIS,No
Coal County,"Coal, OK",None,Feature Name,2023 GNIS,No
Comanche County,"Comanche, OK",None,Feature Name,2023 GNIS,No
Cotton County,"Cotton, OK",None,Feature Name,2023 GNIS,No
Craig County,"Craig, OK",None,Feature Name,2023 GNIS,No
Creek County,"Creek, OK",None,Feature Name,2023 GNIS,No
Custer County,"Custer, OK",None,Feature Name,2023 GNIS,No
Delaware County,"Delaware, OK",None,Feature Name,2023 GNIS,No
Dewey County,"Dewey, OK",None,Feature Name,2023 GNIS,No
Ellis County,"Ellis, OK",None,Feature Name,2023 GNIS,No
Garfield County,"Garfield, OK",None,Feature Name,2023 GNIS,No
Garvin County,"Garvin, OK",None,Feature Name,2023 GNIS,No
Grady County,"Grady, OK",None,Feature Name,2023 GNIS,No
Grant County,"Grant, OK",None,Feature Name,2023 GNIS,No
Greer County,"Greer, OK",None,Feature Name,2023 GNIS,No
Harmon County,"Harmon, OK",None,Feature Name,2023 GNIS,No
Harper County,"Harper, OK",None,Feature Name,2023 GNIS,No
Haskell County,"Haskell, OK",None,Feature Name,2023 GNIS,No
Hughes County,"Hughes, OK",None,Feature Name,2023 GNIS,No
Jackson County,"Jackson, OK",None,Feature Name,2023 GNIS,No
Jefferson County,"Jefferson, OK",None,Feature Name,2023 GNIS,No
Johnston County,"Johnston, OK",None,Feature Name,2023 GNIS,No
Kay County,"Kay, OK",None,Feature Name,2023 GNIS,No
Kingfisher County,"Kingfisher, OK",None,Feature Name,2023 GNIS,No
Kiowa County,"Kiowa, OK",None,Feature Name,2023 GNIS,No
Latimer County,"Latimer, OK",None,Feature Name,2023 GNIS,No
Le Flore County,"Le Flore, OK",None,Feature Name,2023 GNIS,No
Lincoln County,"Lincoln, OK",None,Feature Name,2023 GNIS,No
Logan County,"Logan, OK",None,Feature Name,2023 GNIS,No
Love County,"Love, OK",None,Feature Name,2023 GNIS,No
Major County,"Major, OK",None,Feature Name,2023 GNIS,No
Marshall County,"Marshall, OK",None,Feature Name,2023 GNIS,No
Mayes County,"Mayes, OK",None,Feature Name,2023 GNIS,No
McClain County,"McClain, OK",None,Feature Name,2023 GNIS,No
McCurtain County,"McCurtain, OK",None,Feature Name,2023 GNIS,No
McIntosh County,"McIntosh, OK",None,Feature Name,2023 GNIS,No
Murray County,"Murray, OK",None,Feature Name,2023 GNIS,No
Muskogee County,"Muskogee, OK",None,Feature Name,2023 GNIS,No
Noble County,"Noble, OK",None,Feature Name,2023 GNIS,No
Nowata County,"Nowata, OK",None,Feature Name,2023 GNIS,No
Okfuskee County,"Okfuskee, OK",None,Feature Name,2023 GNIS,No
Oklahoma County,"Oklahoma, OK",None,Feature Name,2023 GNIS,No
Okmulgee County,"Okmulgee, OK",None,Feature Name,2023 GNIS,No
Osage County,"Osage, OK",None,Feature Name,2023 GNIS,No
Ottawa County,"Ottawa, OK",None,Feature Name,2023 GNIS,No
Pawnee County,"Pawnee, OK",None,Feature Name,2023 GNIS,No
Payne County,"Payne, OK",None,Feature Name,2023 GNIS,No
Pittsburg County,"Pittsburg, OK",None,Feature Name,2023 GNIS,No
Pontotoc County,"Pontotoc, OK",None,Feature Name,2023 GNIS,No
Pottawatomie County,"Pottawatomie, OK",None,Feature Name,2023 GNIS,No
Pushmataha County,"Pushmataha, OK",None,Feature Name,2023 GNIS,No
Roger Mills County,"Roger Mills, OK",None,Feature Name,2023 GNIS,No
Rogers County,"Rogers, OK",None,Feature Name,2023 GNIS,No
Seminole County,"Seminole, OK",None,Feature Name,2023 GNIS,No
Sequoyah County,"Sequoyah, OK",None,Feature Name,2023 GNIS,No
Stephens County,"Stephens, OK",None,Feature Name,2023 GNIS,No
Texas County,"Texas, OK",None,Feature Name,2023 GNIS,No
Tillman County,"Tillman, OK",None,Feature Name,2023 GNIS,No
Tulsa County,"Tulsa, OK",None,Feature Name,2023 GNIS,No
Wagoner County,"Wagoner, OK",None,Feature Name,2023 GNIS,No
Washington County,"Washington, OK",None,Feature Name,2023 GNIS,No
Washita County,"Washita, OK",None,Feature Name,2023 GNIS,No
Woods County,"Woods, OK",None,Feature Name,2023 GNIS,No
Woodward County,"Woodward, OK",None,Feature Name,2023 GNIS,No
State of Oklahoma,Oklahoma,None,Feature Name,2023 GNIS,No
Baker County,"Baker, OR",None,Feature Name,2023 GNIS,No
Clatsop County,"Clatsop, OR",None,Feature Name,2023 GNIS,No
Columbia County,"Columbia, OR",None,Feature Name,2023 GNIS,No
Coos County,"Coos, OR",None,Feature Name,2023 GNIS,No
Douglas County,"Douglas, OR",None,Feature Name,2023 GNIS,No
Gilliam County,"Gilliam, OR",None,Feature Name,2023 GNIS,No
Grant County,"Grant, OR",None,Feature Name,2023 GNIS,No
Harney County,"Harney, OR",None,Feature Name,2023 GNIS,No
Jackson County,"Jackson, OR",None,Feature Name,2023 GNIS,No
Lake County,"Lake, OR",None,Feature Name,2023 GNIS,No
Lane County,"Lane, OR",None,Feature Name,2023 GNIS,No
Lincoln County,"Lincoln, OR",None,Feature Name,2023 GNIS,No
Linn County,"Linn, OR",None,Feature Name,2023 GNIS,No
Malheur County,"Malheur, OR",None,Feature Name,2023 GNIS,No
Marion County,"Marion, OR",None,Feature Name,2023 GNIS,No
Morrow County,"Morrow, OR",None,Feature Name,2023 GNIS,No
Multnomah County,"Multnomah, OR",None,Feature Name,2023 GNIS,No
Polk County,"Polk, OR",None,Feature Name,2023 GNIS,No
Sherman County,"Sherman, OR",None,Feature Name,2023 GNIS,No
Tillamook County,"Tillamook, OR",None,Feature Name,2023 GNIS,No
Wheeler County,"Wheeler, OR",None,Feature Name,2023 GNIS,No
Yamhill County,"Yamhill, OR",None,Feature Name,2023 GNIS,No
State of Oregon,Oregon,None,Feature Name,2023 GNIS,No
Benton County,"Benton, OR",None,Feature Name,2023 GNIS,No
Clackamas County,"Clackamas, OR",None,Feature Name,2023 GNIS,No
Crook County,"Crook, OR",None,Feature Name,2023 GNIS,No
Curry County,"Curry, OR",None,Feature Name,2023 GNIS,No
Deschutes County,"Deschutes, OR",None,Feature Name,2023 GNIS,No
Hood River County,"Hood River, OR",None,Feature Name,2023 GNIS,No
Jefferson County,"Jefferson, OR",None,Feature Name,2023 GNIS,No
Josephine County,"Josephine, OR",None,Feature Name,2023 GNIS,No
Klamath County,"Klamath, OR",None,Feature Name,2023 GNIS,No
Wallowa County,"Wallowa, OR",None,Feature Name,2023 GNIS,No
Wasco County,"Wasco, OR",None,Feature Name,2023 GNIS,No
Washington County,"Washington, OR",None,Feature Name,2023 GNIS,No
Umatilla County,"Umatilla, OR",None,Feature Name,2023 GNIS,No
Union County,"Union, OR",None,Feature Name,2023 GNIS,No
Bedford County,"Bedford, PA",None,Feature Name,2023 GNIS,No
Berks County,"Berks, PA",None,Feature Name,2023 GNIS,No
Bucks County,"Bucks, PA",None,Feature Name,2023 GNIS,No
Chester County,"Chester, PA",None,Feature Name,2023 GNIS,No
Clearfield County,"Clearfield, PA",None,Feature Name,2023 GNIS,No
Cumberland County,"Cumberland, PA",None,Feature Name,2023 GNIS,No
Delaware County,"Delaware, PA",None,Feature Name,2023 GNIS,No
Erie County,"Erie, PA",None,Feature Name,2023 GNIS,No
Fayette County,"Fayette, PA",None,Feature Name,2023 GNIS,No
Juniata County,"Juniata, PA",None,Feature Name,2023 GNIS,No
Lancaster County,"Lancaster, PA",None,Feature Name,2023 GNIS,No
Lehigh County,"Lehigh, PA",None,Feature Name,2023 GNIS,No
Luzerne County,"Luzerne, PA",None,Feature Name,2023 GNIS,No
Monroe County,"Monroe, PA",None,Feature Name,2023 GNIS,No
Northampton County,"Northampton, PA",None,Feature Name,2023 GNIS,No
Northumberland County,"Northumberland, PA",None,Feature Name,2023 GNIS,No
Philadelphia County,"Philadelphia, PA",None,Feature Name,2023 GNIS,No
Somerset County,"Somerset, PA",None,Feature Name,2023 GNIS,No
Tioga County,"Tioga, PA",None,Feature Name,2023 GNIS,No
Washington County,"Washington, PA",None,Feature Name,2023 GNIS,No
Westmoreland County,"Westmoreland, PA",None,Feature Name,2023 GNIS,No
Wyoming County,"Wyoming, PA",None,Feature Name,2023 GNIS,No
York County,"York, PA",None,Feature Name,2023 GNIS,No
Clarion County,"Clarion, PA",None,Feature Name,2023 GNIS,No
McKean County,"McKean, PA",None,Feature Name,2023 GNIS,No
Adams County,"Adams, PA",None,Feature Name,2023 GNIS,No
Allegheny County,"Allegheny, PA",None,Feature Name,2023 GNIS,No
Armstrong County,"Armstrong, PA",None,Feature Name,2023 GNIS,No
Blair County,"Blair, PA",None,Feature Name,2023 GNIS,No
Bradford County,"Bradford, PA",None,Feature Name,2023 GNIS,No
Butler County,"Butler, PA",None,Feature Name,2023 GNIS,No
Cambria County,"Cambria, PA",None,Feature Name,2023 GNIS,No
Cameron County,"Cameron, PA",None,Feature Name,2023 GNIS,No
Carbon County,"Carbon, PA",None,Feature Name,2023 GNIS,No
Columbia County,"Columbia, PA",None,Feature Name,2023 GNIS,No
Crawford County,"Crawford, PA",None,Feature Name,2023 GNIS,No
Dauphin County,"Dauphin, PA",None,Feature Name,2023 GNIS,No
Elk County,"Elk, PA",None,Feature Name,2023 GNIS,No
Forest County,"Forest, PA",None,Feature Name,2023 GNIS,No
Franklin County,"Franklin, PA",None,Feature Name,2023 GNIS,No
Fulton County,"Fulton, PA",None,Feature Name,2023 GNIS,No
Huntingdon County,"Huntingdon, PA",None,Feature Name,2023 GNIS,No
Indiana County,"Indiana, PA",None,Feature Name,2023 GNIS,No
Jefferson County,"Jefferson, PA",None,Feature Name,2023 GNIS,No
Lackawanna County,"Lackawanna, PA",None,Feature Name,2023 GNIS,No
Lawrence County,"Lawrence, PA",None,Feature Name,2023 GNIS,No
Lycoming County,"Lycoming, PA",None,Feature Name,2023 GNIS,No
Mercer County,"Mercer, PA",None,Feature Name,2023 GNIS,No
Mifflin County,"Mifflin, PA",None,Feature Name,2023 GNIS,No
Montgomery County,"Montgomery, PA",None,Feature Name,2023 GNIS,No
Montour County,"Montour, PA",None,Feature Name,2023 GNIS,No
Perry County,"Perry, PA",None,Feature Name,2023 GNIS,No
Pike County,"Pike, PA",None,Feature Name,2023 GNIS,No
Potter County,"Potter, PA",None,Feature Name,2023 GNIS,No
Schuylkill County,"Schuylkill, PA",None,Feature Name,2023 GNIS,No
Snyder County,"Snyder, PA",None,Feature Name,2023 GNIS,No
Sullivan County,"Sullivan, PA",None,Feature Name,2023 GNIS,No
Susquehanna County,"Susquehanna, PA",None,Feature Name,2023 GNIS,No
Union County,"Union, PA",None,Feature Name,2023 GNIS,No
Venango County,"Venango, PA",None,Feature Name,2023 GNIS,No
Warren County,"Warren, PA",None,Feature Name,2023 GNIS,No
Wayne County,"Wayne, PA",None,Feature Name,2023 GNIS,No
Greene County,"Greene, PA",None,Feature Name,2023 GNIS,No
Lebanon County,"Lebanon, PA",None,Feature Name,2023 GNIS,No
Beaver County,"Beaver, PA",None,Feature Name,2023 GNIS,No
Centre County,"Centre, PA",None,Feature Name,2023 GNIS,No
Clinton County,"Clinton, PA",None,Feature Name,2023 GNIS,No
Bristol County,"Bristol, RI",None,Feature Name,2023 GNIS,No
Kent County,"Kent, RI",None,Feature Name,2023 GNIS,No
Newport County,"Newport, RI",None,Feature Name,2023 GNIS,No
Providence County,"Providence, RI",None,Feature Name,2023 GNIS,No
Washington County,"Washington, RI",None,Feature Name,2023 GNIS,No
State of Rhode Island and Providence Plantations,Rhode Island,None,Feature Name,2023 GNIS,No
Lexington County,"Lexington, SC",None,Feature Name,2023 GNIS,No
Sumter County,"Sumter, SC",None,Feature Name,2023 GNIS,No
Oconee County,"Oconee, SC",None,Feature Name,2023 GNIS,No
Greenville County,"Greenville, SC",None,Feature Name,2023 GNIS,No
Lee County,"Lee, SC",None,Feature Name,2023 GNIS,No
Abbeville County,"Abbeville, SC",None,Feature Name,2023 GNIS,No
Aiken County,"Aiken, SC",None,Feature Name,2023 GNIS,No
Allendale County,"Allendale, SC",None,Feature Name,2023 GNIS,No
Anderson County,"Anderson, SC",None,Feature Name,2023 GNIS,No
Bamberg County,"Bamberg, SC",None,Feature Name,2023 GNIS,No
Barnwell County,"Barnwell, SC",None,Feature Name,2023 GNIS,No
Beaufort County,"Beaufort, SC",None,Feature Name,2023 GNIS,No
Berkeley County,"Berkeley, SC",None,Feature Name,2023 GNIS,No
Calhoun County,"Calhoun, SC",None,Feature Name,2023 GNIS,No
Cherokee County,"Cherokee, SC",None,Feature Name,2023 GNIS,No
Chester County,"Chester, SC",None,Feature Name,2023 GNIS,No
Chesterfield County,"Chesterfield, SC",None,Feature Name,2023 GNIS,No
Clarendon County,"Clarendon, SC",None,Feature Name,2023 GNIS,No
Colleton County,"Colleton, SC",None,Feature Name,2023 GNIS,No
Darlington County,"Darlington, SC",None,Feature Name,2023 GNIS,No
Dillon County,"Dillon, SC",None,Feature Name,2023 GNIS,No
Dorchester County,"Dorchester, SC",None,Feature Name,2023 GNIS,No
Edgefield County,"Edgefield, SC",None,Feature Name,2023 GNIS,No
Fairfield County,"Fairfield, SC",None,Feature Name,2023 GNIS,No
Florence County,"Florence, SC",None,Feature Name,2023 GNIS,No
Georgetown County,"Georgetown, SC",None,Feature Name,2023 GNIS,No
Greenwood County,"Greenwood, SC",None,Feature Name,2023 GNIS,No
Hampton County,"Hampton, SC",None,Feature Name,2023 GNIS,No
Horry County,"Horry, SC",None,Feature Name,2023 GNIS,No
Jasper County,"Jasper, SC",None,Feature Name,2023 GNIS,No
Kershaw County,"Kershaw, SC",None,Feature Name,2023 GNIS,No
Lancaster County,"Lancaster, SC",None,Feature Name,2023 GNIS,No
Laurens County,"Laurens, SC",None,Feature Name,2023 GNIS,No
Marion County,"Marion, SC",None,Feature Name,2023 GNIS,No
Marlboro County,"Marlboro, SC",None,Feature Name,2023 GNIS,No
McCormick County,"McCormick, SC",None,Feature Name,2023 GNIS,No
Newberry County,"Newberry, SC",None,Feature Name,2023 GNIS,No
Orangeburg County,"Orangeburg, SC",None,Feature Name,2023 GNIS,No
Pickens County,"Pickens, SC",None,Feature Name,2023 GNIS,No
Saluda County,"Saluda, SC",None,Feature Name,2023 GNIS,No
Union County,"Union, SC",None,Feature Name,2023 GNIS,No
Williamsburg County,"Williamsburg, SC",None,Feature Name,2023 GNIS,No
York County,"York, SC",None,Feature Name,2023 GNIS,No
Spartanburg County,"Spartanburg, SC",None,Feature Name,2023 GNIS,No
Richland County,"Richland, SC",None,Feature Name,2023 GNIS,No
Charleston County,"Charleston, SC",None,Feature Name,2023 GNIS,No
Marshall County,"Marshall, SD",None,Feature Name,2023 GNIS,No
Faulk County,"Faulk, SD",None,Feature Name,2023 GNIS,No
Potter County,"Potter, SD",None,Feature Name,2023 GNIS,No
McPherson County,"McPherson, SD",None,Feature Name,2023 GNIS,No
Union County,"Union, SD",None,Feature Name,2023 GNIS,No
Clay County,"Clay, SD",None,Feature Name,2023 GNIS,No
Gregory County,"Gregory, SD",None,Feature Name,2023 GNIS,No
Hamlin County,"Hamlin, SD",None,Feature Name,2023 GNIS,No
Buffalo County,"Buffalo, SD",None,Feature Name,2023 GNIS,No
Brule County,"Brule, SD",None,Feature Name,2023 GNIS,No
Lincoln County,"Lincoln, SD",None,Feature Name,2023 GNIS,No
Turner County,"Turner, SD",None,Feature Name,2023 GNIS,No
Hutchinson County,"Hutchinson, SD",None,Feature Name,2023 GNIS,No
Minnehaha County,"Minnehaha, SD",None,Feature Name,2023 GNIS,No
McCook County,"McCook, SD",None,Feature Name,2023 GNIS,No
Hughes County,"Hughes, SD",None,Feature Name,2023 GNIS,No
Moody County,"Moody, SD",None,Feature Name,2023 GNIS,No
Lake County,"Lake, SD",None,Feature Name,2023 GNIS,No
Miner County,"Miner, SD",None,Feature Name,2023 GNIS,No
Jerauld County,"Jerauld, SD",None,Feature Name,2023 GNIS,No
Brookings County,"Brookings, SD",None,Feature Name,2023 GNIS,No
Kingsbury County,"Kingsbury, SD",None,Feature Name,2023 GNIS,No
Deuel County,"Deuel, SD",None,Feature Name,2023 GNIS,No
Grant County,"Grant, SD",None,Feature Name,2023 GNIS,No
Hand County,"Hand, SD",None,Feature Name,2023 GNIS,No
Tripp County,"Tripp, SD",None,Feature Name,2023 GNIS,No
Brown County,"Brown, SD",None,Feature Name,2023 GNIS,No
Roberts County,"Roberts, SD",None,Feature Name,2023 GNIS,No
Fall River County,"Fall River, SD",None,Feature Name,2023 GNIS,No
Custer County,"Custer, SD",None,Feature Name,2023 GNIS,No
Lyman County,"Lyman, SD",None,Feature Name,2023 GNIS,No
Day County,"Day, SD",None,Feature Name,2023 GNIS,No
Codington County,"Codington, SD",None,Feature Name,2023 GNIS,No
Harding County,"Harding, SD",None,Feature Name,2023 GNIS,No
Butte County,"Butte, SD",None,Feature Name,2023 GNIS,No
Jackson County,"Jackson, SD",None,Feature Name,2023 GNIS,No
Corson County,"Corson, SD",None,Feature Name,2023 GNIS,No
Bennett County,"Bennett, SD",None,Feature Name,2023 GNIS,No
Edmunds County,"Edmunds, SD",None,Feature Name,2023 GNIS,No
Walworth County,"Walworth, SD",None,Feature Name,2023 GNIS,No
Campbell County,"Campbell, SD",None,Feature Name,2023 GNIS,No
Yankton County,"Yankton, SD",None,Feature Name,2023 GNIS,No
Charles Mix County,"Charles Mix, SD",None,Feature Name,2023 GNIS,No
Sanborn County,"Sanborn, SD",None,Feature Name,2023 GNIS,No
Douglas County,"Douglas, SD",None,Feature Name,2023 GNIS,No
Hanson County,"Hanson, SD",None,Feature Name,2023 GNIS,No
Davison County,"Davison, SD",None,Feature Name,2023 GNIS,No
Jones County,"Jones, SD",None,Feature Name,2023 GNIS,No
Sully County,"Sully, SD",None,Feature Name,2023 GNIS,No
Aurora County,"Aurora, SD",None,Feature Name,2023 GNIS,No
Hyde County,"Hyde, SD",None,Feature Name,2023 GNIS,No
Clark County,"Clark, SD",None,Feature Name,2023 GNIS,No
Beadle County,"Beadle, SD",None,Feature Name,2023 GNIS,No
Spink County,"Spink, SD",None,Feature Name,2023 GNIS,No
Haakon County,"Haakon, SD",None,Feature Name,2023 GNIS,No
Todd County,"Todd, SD",None,Feature Name,2023 GNIS,No
Perkins County,"Perkins, SD",None,Feature Name,2023 GNIS,No
Meade County,"Meade, SD",None,Feature Name,2023 GNIS,No
Oglala Lakota County,"Oglala Lakota, SD",None,Feature Name,2023 GNIS,No
Ziebach County,"Ziebach, SD",None,Feature Name,2023 GNIS,No
Dewey County,"Dewey, SD",None,Feature Name,2023 GNIS,No
Pennington County,"Pennington, SD",None,Feature Name,2023 GNIS,No
Lawrence County,"Lawrence, SD",None,Feature Name,2023 GNIS,No
